id,university_code,major_name,year,old_min,old_max,new_min,new_max,unit_original,confidence,action
2ae5b2fa-d83c-4fff-a1ea-946b77cbb5a5,DPT,Công nghệ thông tin,2026,10,10,10,10,triệu VND/năm,high,updated
bcfd149a-2599-4c10-b7aa-9485a96782e0,DPT,Quản trị dịch vụ du lịch và lữ hành,2026,10,10,10,10,triệu/năm,high,updated
e7f4e2f3-fdb8-4e81-bef8-3e62ce2d548b,DPT,Quản trị khách sạn,2026,10,10,10,10,triệu/năm,high,updated
103b4b00-5231-40c5-93bc-7a7b49521ef4,DPT,Quản trị nhà hàng và dịch vụ ăn uống,2026,10,10,10,10,triệu/năm,high,updated
1ed7cc2c-8ce2-41c2-b2ef-8eb7f1119407,DPT,Logistics và Quản lý chuỗi cung ứng,2026,10,10,10,10,triệu/học kỳ,low,skipped_low
6a585517-e5b5-4ed3-8243-68438be4cca4,AOF,Kế toán căn bản cho người mới bắt đầu,2026,2.8,2.8,2.8,2.8,triệu VND/khóa,low,skipped_low
161ce463-c1d1-4f8f-82aa-290a08f7163f,BKA,Kỹ thuật sinh học,2026,28,40,28,40,triệu VND/năm,high,updated
67975732-3c16-43c3-87dd-07bac5ef1ea2,BKA,Kỹ thuật thực phẩm,2026,28,40,28,40,triệu VND/năm,high,updated
047c02a6-b86a-406b-9209-f8f853dc77df,BKA,Kỹ thuật thực phẩm,2026,35,50,35,50,triệu VND/năm,high,updated
767e1a84-4010-4216-861a-75a46c2556a8,BKA,Kỹ thuật sinh học,2026,35,50,35,50,triệu VND/năm,high,updated
cb21bce5-3814-4fc7-afa0-6e90cedc20d1,BKA,Kỹ thuật hóa học,2026,28,40,28,40,triệu VND/năm,high,updated
63f1c310-6344-44e8-9f18-06ee6fa2d05d,BKA,Hoá học,2026,28,40,28,40,triệu VND/năm,high,updated
1dcf47b6-323a-4ccc-ba0e-8f37aec4c6c4,BKA,Kỹ thuật hóa học,2026,35,50,35,50,triệu VND/năm,high,updated
9a8ba7a9-584b-487a-8b86-50f793733e33,BKA,Hoá học,2026,35,45,35,45,triệu VND/năm,high,updated
cd41392f-c3e1-48b5-a0f0-cbd47e4d9f65,BKA,Công nghệ giáo dục,2026,28,40,28,40,triệu VND/năm,high,updated
486228f8-5c72-4c3c-b892-00f0f4dbf84c,BKA,Quản lý giáo dục,2026,28,40,28,40,triệu VND/năm,high,updated
97252370-425b-4c56-80b2-97e34083ad1e,BKA,Tâm lý học,2026,28,40,28,40,triệu VND/năm,high,updated
cae61b30-a96b-46f8-8dc1-345a59aa4db6,BKA,Kỹ thuật điện,2026,28,40,28,40,triệu VND/năm,high,updated
7e5cf274-cf49-457f-abcc-be559092472b,BKA,Kỹ thuật điều khiển và tự động hoá,2026,28,40,28,40,triệu VND/năm,high,updated
5d1421d8-0b2f-4851-84f9-9560932a31f0,BKA,Kỹ thuật điện,2026,35,50,35,50,triệu VND/năm,high,updated
ae2949f7-f033-49ff-81b6-2408fb5427a6,BKA,Kỹ thuật điều khiển và tự động hoá,2026,35,50,35,50,triệu VND/năm,high,updated
6761ebc8-2ed3-4b76-baeb-d51c32410db6,BKA,Kỹ thuật điều khiển và tự động hoá,2026,40,45,40,45,triệu VND/năm,high,updated
bf8c4ec7-ecdf-43bb-ab26-304501b41778,BKA,Kinh tế công nghiệp,2026,28,40,28,40,triệu VND/năm,high,updated
57ddd0fc-62a4-480d-9221-e17f7f605d81,BKA,Quản lý công nghiệp,2026,28,40,28,40,triệu VND/năm,high,updated
55350711-4e9b-403b-be46-1eebfe957a85,BKA,Quản trị kinh doanh,2026,28,40,28,40,triệu VND/năm,high,updated
e55bf00f-c62b-4111-b9a8-fd1ae475f375,BKA,Tài chính - Ngân hàng,2026,28,40,28,40,triệu VND/năm,high,updated
072fbd28-f3ad-4aaa-a231-6b492ed6aff5,BKA,Quản trị kinh doanh,2026,35,50,35,50,triệu VND/năm,high,updated
9deb28cc-0da3-40bd-92a7-df8d119eeaff,BKA,Logistics và quản lý chuỗi cung ứng,2026,65,65,65,65,triệu VND/năm,high,updated
62acc835-d189-4b2f-9380-c182cca0eb33,BKA,Kế toán,2026,35,45,35,45,triệu VND/năm,high,updated
976d66e8-43b8-4c1a-8d3e-4061078accf3,BKA,Kỹ thuật điện tử - viễn thông,2026,28,40,28,40,triệu VND/năm,high,updated
a63cb9b1-4b0e-4924-9859-75eae63c9d40,BKA,Kỹ thuật y sinh,2026,28,40,28,40,triệu VND/năm,high,updated
d852b558-aa60-484a-80ac-2b10b874cd56,BKA,Kỹ thuật điện tử - viễn thông,2026,35,50,35,50,triệu VND/năm,high,updated
532087b9-8591-4549-b7d8-8c2cace71e39,BKA,Kỹ thuật điện tử - viễn thông,2026,35,50,35,50,triệu VND/năm,high,updated
578c7fae-4a25-43b4-9a55-1e524c70574a,BKA,Kỹ thuật y sinh,2026,35,50,35,50,triệu VND/năm,high,updated
5fb716d7-934c-4c95-a593-8068d4e379ff,BKA,Kỹ thuật điện tử - viễn thông,2026,40,50,40,50,triệu VND/năm,high,updated
f049b8e6-f75b-43b1-b93f-3a86da45baae,BKA,Kỹ thuật điện tử - viễn thông,2026,24,30,24,30,triệu VND/năm,high,updated
e90e8bf3-2d36-40e6-9222-56b2a606cda2,BKA,Kỹ thuật môi trường,2026,28,40,28,40,triệu VND/năm,high,updated
0947d84b-52f5-4944-b6df-f49ac89e0693,BKA,Quản lý tài nguyên và môi trường,2026,28,40,28,40,triệu VND/năm,high,updated
083ab8fb-ce5a-4849-bf78-e8ea85c17c88,BKA,Ngôn ngữ Anh,2026,28,40,28,40,triệu VND/năm,high,updated
a1ee01ec-688a-4c61-86ce-57c2b40b6c5c,BKA,Ngôn ngữ Anh,2026,55,55,55,55,triệu VND/năm,high,updated
5d79d19d-9281-4aff-bd7a-de164ef964c3,BKA,Ngôn ngữ Trung Quốc,2026,28,40,28,40,triệu VND/năm,high,updated
89e9c365-c7af-40bf-b2e4-f5f0151e795f,BKA,Ngôn ngữ Hàn Quốc,2026,28,40,28,40,triệu VND/năm,high,updated
49008549-fc53-45dc-ac4e-8a9c38bb5d92,BKA,Kỹ thuật nhiệt,2026,28,40,28,40,triệu VND/năm,high,updated
1a0adcd5-760a-4ae0-b3fb-701bdd126f0c,BKA,Khoa học máy tính,2026,28,40,28,40,triệu VND/năm,high,updated
99a05f7b-952b-4031-8e10-80f0334b44ed,BKA,Kỹ thuật máy tính,2026,28,40,28,40,triệu VND/năm,high,updated
80e3b874-935f-4f2b-b9fc-3783d8e93c5b,BKA,Khoa học dữ liệu,2026,35,50,35,50,triệu VND/năm,high,updated
309ffd86-fc41-45a1-9362-e4c2f9580087,BKA,An toàn thông tin,2026,35,50,35,50,triệu VND/năm,high,updated
c4dd15ea-03bc-4da0-90e1-1591bc13bcec,BKA,Công nghệ thông tin,2026,40,50,40,50,triệu VND/năm,high,updated
50016d0b-eb1e-47df-ab2a-3ecc51cc8a80,BKA,Công nghệ thông tin,2026,35,50,35,50,triệu VND/năm,high,updated
1af57aed-63b4-4567-99a0-08b09c13564b,BKA,Công nghệ thông tin,2026,40,50,40,50,triệu VND/năm,high,updated
d1b7d60a-0ae0-4ba8-ad45-2ee7eb577e55,BKA,Kỹ thuật cơ điện tử,2026,28,40,28,40,triệu VND/năm,high,updated
7102d446-8cbf-4c94-857d-f080d0749e81,BKA,Kỹ thuật cơ khí,2026,28,40,28,40,triệu VND/năm,high,updated
e85ca605-3fd1-42ae-ade0-4236803f1e80,BKA,Kỹ thuật cơ điện tử,2026,35,50,35,50,triệu VND/năm,high,updated
075e76ce-56f7-470b-a5f9-8e92d8747ab7,BKA,Kỹ thuật cơ khí,2026,24,30,24,30,triệu VND/năm,high,updated
1f720bbf-2494-4067-89c7-58b40e43d362,BKA,Kỹ thuật cơ điện tử,2026,24,30,24,30,triệu VND/năm,high,updated
e0152f41-afc1-4e1e-96fd-4330b4b0c678,BKA,Kỹ thuật cơ điện tử,2026,24,30,24,30,triệu VND/năm,high,updated
61b73100-1d4b-4c39-bcc4-a836f863a6d9,BKA,Toán tin,2026,28,40,28,40,triệu VND/năm,high,updated
729b7524-785a-40bf-9d41-d5aa36d53aaf,BKA,Hệ thống thông tin quản lý,2026,28,40,28,40,triệu VND/năm,high,updated
a9fed559-56bd-4d8f-9e47-50ae59dc1673,BKA,Khoa học tính toán,2026,35,45,35,45,triệu VND/năm,high,updated
b25b1c9f-8137-41de-9876-d9c4694ae4b4,BKA,Kỹ thuật vật liệu,2026,28,40,28,40,triệu VND/năm,high,updated
d4e0b486-6681-4d0a-885f-5348f7d8635d,BKA,Khoa học vật liệu,2026,28,40,28,40,triệu VND/năm,high,updated
cb71b179-d3c4-4b78-a748-7c9ae22d5031,BKA,Công nghệ vật liệu,2026,28,40,28,40,triệu VND/năm,high,updated
3abc5861-13e9-498a-96ee-4aab2eaf5f35,BKA,Kỹ thuật In,2026,28,40,28,40,triệu VND/năm,high,updated
2c3f4e2f-c5b2-4fb5-8408-ec3c4eaab748,BKA,Kỹ thuật vật liệu,2026,35,50,35,50,triệu VND/năm,high,updated
518885bc-e518-475c-b2b6-be7074854ed3,BKA,Vật lý kỹ thuật,2026,28,40,28,40,triệu VND/năm,high,updated
428b7736-24a5-48ab-9200-7026bbf6efab,BKA,Kỹ thuật hạt nhân,2026,28,40,28,40,triệu VND/năm,high,updated
85256b62-b248-4a95-ac05-d1cd8d42c38c,BKA,Kỹ thuật hạt nhân,2026,28,40,28,40,triệu VND/năm,high,updated
f621b05e-04e8-4481-b58c-0097c2f41d00,BKA,Kỹ thuật ô tô,2026,28,40,28,40,triệu VND/năm,high,updated
15a5b21d-4caa-4bba-81ea-dafe33053e6e,BKA,Kỹ thuật cơ khí động lực,2026,28,40,28,40,triệu VND/năm,high,updated
55e8fc6f-c315-40a3-92ad-a95671396a32,BKA,Kỹ thuật hàng không,2026,28,40,28,40,triệu VND/năm,high,updated
8e56d5f4-ab52-4711-a744-8056f50ba035,BKA,Kỹ thuật ô tô,2026,35,50,35,50,triệu VND/năm,high,updated
8a7ce9e1-243f-4507-ad02-482a4951bbe3,BKA,Kỹ thuật hàng không,2026,40,45,40,45,triệu VND/năm,high,updated
eb973e67-6867-4553-bb5b-71bda96e60fb,BKA,Khoa học máy tính,2026,33,33,66,66,triệu VND/học kỳ,high,updated
03a639d1-460e-4f4f-9489-af44c7f02064,BKA,"Công nghệ dệt, may",2026,28,40,28,40,triệu VND/năm,high,updated
4f54cfbc-0995-4cfd-8730-0ffdbe2a3ad2,BVH,Kỹ thuật Điện tử viễn thông,2026,35.9,40.7,35.9,40.7,triệu VND/năm,high,updated
ddf20418-255a-479d-a001-27bdf83f2862,BVH,Công nghệ thông tin,2026,35.9,40.7,35.9,40.7,triệu VND/năm,high,updated
7429b593-f215-434d-bceb-11179febeb95,BVH,Công nghệ thông tin (chất lượng cao),2026,44.8,58.3,44.8,58.3,triệu VND/năm,high,updated
0409877d-3100-4888-af47-3599852d0484,BVH,Kỹ thuật Điện tử viễn thông,2025,29.6,37.6,29.6,37.6,triệu VND/năm,high,updated
d081783b-cd3d-4586-811d-a77b0f9d6d10,BVH,Công nghệ thông tin,2025,29.6,37.6,29.6,37.6,triệu VND/năm,high,updated
e9ffef9b-4f49-40f6-8f2f-35fcdf462744,BVH,Công nghệ thông tin (Chất lượng cao),2025,49.2,55.0,49.2,55.0,triệu VND/năm,high,updated
90a6c1d1-844f-4c77-8eec-b50cea495002,BVH,Công nghệ thông tin (Liên kết quốc tế),2025,54.0,62.5,54.0,62.5,triệu VND/năm,high,updated
620bd087-f583-4886-a75c-d9dfede6b695,DBS,Kinh tế phát triển,2026,1650000,1650000,1.65,1.65,VND/tín chỉ,low,skipped_low
eaa94527-dc9c-4704-8960-64c72060b2b9,DBS,Tài chính công,2026,1650000,1650000,33.0,33.0,VND/tín chỉ (đã nhân với 20 tín chỉ/năm theo quy định đào tạo thạc sĩ UEH),low,skipped_low
da408e2e-17f1-4861-8e07-fedbb4df5b29,DBS,Quản lý công,2026,1650000,1650000,1.65,1.65,VND/tín chỉ,low,skipped_low
87190c9b-838b-4f43-b056-d784c0b6a64f,DBS,Quản trị đô thị thông minh và sáng tạo,2026,1650000,1650000,16.5,16.5,triệu VND/học kỳ,high,updated
38a1c573-a519-46c5-9e46-9d6c7877e976,DBS,Quản trị Đổi mới sáng tạo và khởi nghiệp,2026,1650000,1650000,1.65,1.65,VND/tín chỉ,low,skipped_low
4886ae8d-d647-4040-b91a-96ef974cc55b,DBS,Quản lý kinh tế,2026,1650000,1650000,16.5,16.5,VND/tháng,high,updated
33508c49-71f7-40ac-a0a4-30577c9a40cd,DBS,Kế toán,2026,1650000,1650000,1.65,1.65,VND/tín chỉ,low,skipped_low
427f445b-5a8f-4a33-8c4f-67cf17354a87,DBS,Kinh tế chính trị,2026,1650000,1650000,16.5,16.5,VND/tháng,high,updated
d4c9aebc-d51c-4cb6-b2ee-cbca453235e5,DBS,Quản trị kinh doanh (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
0f4f42b5-af98-47d5-9c2c-ea4f88a5226e,DBS,Quản trị công nghệ (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
df55d673-cd48-49ea-8844-c4789896fe24,DBS,Marketing (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
4ea185d0-b0c2-48eb-a6e3-186dd74230c5,DBS,Kinh doanh quốc tế (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
e6985f49-0010-42c3-ba38-8e3af91877b1,DBS,Ngân hàng (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
a1f6e44b-dfaf-4ffe-b790-9669c2dc1a74,DBS,Tài chính (Tiếng Anh),2026,2145000,2145000,2.145,2.145,VND/tín chỉ,low,skipped_low
3b86f8fd-0779-47f7-b36b-089e82e6fb58,DBS,Quản trị kinh doanh (Điều hành cao cấp),2026,3000000,3000000,3,3,triệu VND/tín chỉ,low,skipped_low
45849855-5db6-48f3-92a7-91c0d5db040c,DBS,Tài chính (Điều hành cao cấp),2026,3000000,3000000,3,3,"VND (đơn vị gốc không rõ ràng, có thể là phí hồ sơ hoặc phí khác, không phải học phí năm)",low,skipped_low
621671b4-b95c-481a-8858-c4b4b64bbf65,DBS,Ngân hàng (Điều hành cao cấp),2026,3000000,3000000,3,3,triệu VND/tín chỉ,low,skipped_low
6913ca24-51c1-44be-bbf9-f8e8cabc15c3,DBS,Marketing (Điều hành cao cấp),2026,3000000,3000000,30,30,VND/tín chỉ (tổng 10 tín chỉ cho 1 học phần),low,skipped_low
f9cc3122-1eeb-4831-915d-9e4ac72c0657,DBS,Kinh tế chính trị,2026,45,45,45,45,triệu VND/năm,high,updated
2dddf612-c97b-49c2-bc16-82ca99a39ec8,DBS,Kinh tế phát triển,2026,45,45,45,45,triệu VND/năm,high,updated
130e3880-4dcf-42e8-b20b-5addedbc82b3,DBS,Quản trị nhân lực,2026,45,45,45,45,triệu VND/năm,high,updated
eb0d66b1-5318-4cc5-9fbd-39e782eb58c3,DBS,Quản lý kinh tế,2026,45,45,45,45,triệu VND/năm,high,updated
f6ee0d93-7646-4b32-a8a4-cf5ed908983e,DBS,Quản lý công,2026,45,45,45,45,triệu VND/năm,high,updated
63e54047-93a2-4a97-a047-15f6aeacf7f3,DBS,Tài chính – Ngân hàng,2026,45,45,45,45,triệu VND/năm,high,updated
17a53851-a6c0-44de-9370-4df7fede9829,DBS,Quản trị kinh doanh,2026,45,45,45,45,triệu VND/năm,high,updated
cf49bab2-3098-4a12-a619-aaa27fb43574,DBS,Kinh doanh thương mại,2026,45,45,45,45,triệu VND/năm,high,updated
8e38e073-9486-4a5f-adf8-19c739a8b763,DBS,Kế toán,2026,45,45,45,45,triệu VND/năm,high,updated
1c07be3b-18f6-431f-ad9b-24b88e335e28,DBS,Thống kê,2026,45,45,,,unknown,low,skipped_low
8a21cc0a-2c74-4723-8a78-5b872cee9616,DBS,Luật kinh tế,2026,45,45,45,45,triệu VND/năm,high,updated
ff5acfe7-9b10-449b-9282-0633167f660f,DCN,Thiết kế thời trang,2026,25,31,25,31,triệu VND/năm,high,updated
94a759f4-08bf-48b3-8877-9b4850f128c0,DCN,Ngôn ngữ Anh,2026,25,31,25,31,triệu VND/năm,high,updated
4b7c9f4e-8563-46b9-b226-1cc2e29b8007,DCN,Công nghệ thông tin,2026,25,31,25,31,triệu VND/năm,high,updated
adf72f2d-70e9-4497-bc7e-f98997889012,DCN,Công nghệ thông tin (CTĐT bằng tiếng Anh),2026,36,44,36,44,triệu VND/năm,high,updated
84f2aa35-9d49-4ae6-acc1-2482fd4b0631,DFL,Sư phạm tiếng Anh,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
8d5af414-b53a-49ed-b45f-79dab9a85fa2,DFL,Sư phạm tiếng Pháp,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
afe827f4-edfe-4dea-a796-0a021635473c,DFL,Sư phạm tiếng Trung Quốc,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
8c09bd0c-b0a4-470d-9f85-07aedf29989e,DFL,Sư phạm tiếng Hàn Quốc,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
f6151fbc-0e0b-46d1-809c-b4b449de4ed9,DFL,Ngôn ngữ Anh,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
4c9e45a3-3cf6-4dde-9621-b845fe304ac2,DFL,Ngôn ngữ Nga,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
0dcb8d18-9fa7-4d82-b7f5-bdaed0057360,DFL,Ngôn ngữ Pháp,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
a07d14e9-679a-4ce1-a631-d3d644f064da,DFL,Ngôn ngữ Trung Quốc,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
a693aa21-1b1e-4770-895e-a15f2013e3e4,DFL,Ngôn ngữ Nhật,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
96302683-fb20-407f-97cf-4a80ce40b5db,DFL,Ngôn ngữ Hàn Quốc,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
f39ebfd0-0170-4684-95dd-d18b377c11cd,DFL,Ngôn ngữ Thái Lan,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
df22af70-5998-48e7-9d20-4a3af500e471,DFL,Quan hệ quốc tế,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
41ac0f5b-b689-4124-b742-2ca1acc75311,DFL,Quốc tế học,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
6e836422-f5bd-43f0-a175-e64db37f7da6,DFL,Đông phương học,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
2c758194-5d84-4d5b-9b77-15f9b4c3dcd4,DFL,Nhật Bản học,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
e01ace66-2ce5-45c7-998e-1cf4a1c21243,DFL,Hàn Quốc học,2026,26.7,26.7,26.7,26.7,triệu VND/năm,high,updated
bb803966-c941-478b-83eb-72b44d1652c8,DFL,Tiếng Việt và văn hóa Việt Nam,2026,24.8,24.8,24.8,24.8,triệu VND/năm,high,updated
15988fc2-2ab6-41cc-b503-9f121f63f7d9,DHK,Sinh học,2026,38.6,38.6,38.6,38.6,triệu VND/năm,high,updated
20ee4a9e-989c-443b-b4fd-8ae2cf551096,DHK,Sinh học (Chương trình tăng cường tiếng Anh),2026,54.6,54.6,54.6,54.6,triệu VND/năm,high,updated
17f0dafe-f2ca-495f-9c70-d842bb03c378,DHK,Công nghệ Sinh học,2026,38.6,38.6,38.6,38.6,triệu VND/năm,high,updated
600088a5-fc1d-4a1e-8efd-7b52172ccb64,DHK,Công nghệ Sinh học (Chương trình tăng cường tiếng Anh),2026,54.6,54.6,54.6,54.6,triệu VND/năm,high,updated
5dc4f9c1-0d3a-4db2-adcd-c04ad93fb572,DHK,Vật lý học (Chương trình tăng cường tiếng Anh),2026,50.8,50.8,50.8,50.8,triệu VND/năm,high,updated
62edb9eb-e71d-4bf1-b4b4-6cfb40cf3665,DHK,Công nghệ bán dẫn,2026,38.6,38.6,38.6,38.6,triệu VND/năm,high,updated
2aba9ef2-bd99-4eb0-b05e-40cd7b910899,DHK,Hoá học,2026,38.6,38.6,38.6,38.6,triệu VND/năm,high,updated
f9ebb931-8b90-43ba-aec5-b11518a7078e,DHK,Hóa học (Chương trình tăng cường tiếng Anh),2026,58.9,58.9,58.9,58.9,triệu VND/năm,high,updated
b3f0d7dd-7baa-4994-857d-1f5dfa55c681,DHK,Khoa học máy tính (Chương trình Tiên tiến),2026,70.0,70.0,70.0,70.0,triệu VND/năm,high,updated
